Id,SalePrice
2024,272000
2025,285000
2026,176000
2027,173733
2028,144152
2029,179400
2030,328900
2031,239686
2032,239686
2033,261500
2034,179400
2035,171900
2036,148500
2037,148500
2038,274300
2039,157000
2040,325000
2041,206300
2042,192500
2043,223000
2044,176000
2045,236000
2046,110000
2047,113000
2048,134800
2049,110000
2050,161750
2051,201800
2052,155000
2053,135000
2054,115000
2055,155000
2056,142125
2057,146500
2058,193500
2059,139000
2060,155000
2061,166000
2062,155000
2063,154000
2064,150750
2065,117500
2066,155000
2067,277000
2068,110000
2069,112000
2070,117000
2071,86000
2072,139950
2073,128500
2074,145250
2075,150000
2076,188700
2077,148000
2078,129900
2079,163000
2080,102000
2081,119000
2082,145900
2083,84500
2084,118000
2085,91000
2086,139000
2087,105000
2088,140000
2089,35311
2090,109500
2091,106250
2092,160000
2093,105000
2094,98000
2095,163000
2096,138000
2097,94000
2098,122900
2099,86000
2100,177000
2101,166000
2102,189950
2103,158000
2104,137000
2105,189950
2106,58500
2107,200000
2108,112500
2109,158500
2110,139000
2111,79900
2112,124500
2113,130500
2114,189950
2115,163000
2116,149000
2117,137450
2118,137450
2119,119000
2120,116500
2121,127000
2122,120000
2123,156000
2124,180000
2125,137450
2126,163000
2127,179500
2128,119000
2129,72500
2130,98000
2131,145900
2132,166000
2133,102000
2134,90000
2135,219500
2136,135000
2137,113000
2138,151000
2139,129000
2140,156000
2141,145000
2142,119200
2143,155000
2144,60000
2145,123600
2146,143900
2147,137900
2148,120500
2149,124500
2150,202900
2151,104900
2152,147000
2153,143000
2154,123000
2155,149500
2156,272000
2157,240000
2158,271000
2159,194500
2160,162000
2161,272000
2162,339750
2163,227000
2164,215000
2165,143000
2166,124500
2167,206300
2168,231500
2169,214000
2170,230000
2171,140000
2172,155000
2173,196000
2174,236000
2175,235000
2176,175900
2177,236000
2178,197900
2179,149000
2180,184000
2181,202500
2182,320000
2183,187100
2184,139400
2185,155000
2186,175500
2187,165500
2188,115000
2189,197500
2190,102000
2191,127500
2192,109900
2193,141000
2194,109500
2195,119000
2196,144500
2197,163000
2198,145000
2199,124500
2200,124900
2201,79500
2202,184000
2203,128000
2204,228950
2205,128000
2206,98300
2207,188700
2208,242000
2209,157500
2210,125000
2211,149000
2212,135000
2213,118000
2214,131000
2215,219500
2216,107500
2217,117000
2218,124500
2219,156000
2220,100000
2221,275000
2222,275000
2223,305900
2224,377500
2225,126000
2226,172500
2227,187500
2228,501837
2229,412500
2230,167500
2231,196500
2232,169000
2233,177500
2234,187500
2235,217000
2236,208900
2237,335000
2238,206300
2239,147000
2240,162000
2241,174900
2242,123000
2243,127000
2244,83500
2245,83500
2246,141000
2247,164000
2248,124900
2249,84500
2250,133000
2251,64500
2252,142600
2253,178000
2254,185000
2255,187500
2256,294000
2257,200000
2258,176000
2259,169000
2260,170000
2261,176000
2262,159000
2263,354000
2264,230000
2265,144000
2266,236500
2267,170000
2268,319000
2269,179200
2270,213000
2271,179900
2272,157000
2273,217000
2274,162500
2275,243000
2276,205000
2277,145900
2278,144000
2279,129000
2280,110000
2281,179000
2282,162000
2283,85400
2284,94500
2285,147000
2286,130000
2287,283463
2288,253293
2289,360000
2290,227000
2291,320000
2292,402861
2293,315500
2294,239000
2295,319000
2296,239000
2297,252678
2298,337500
2299,342643
2300,280000
2301,233170
2302,377500
2303,187100
2304,320000
2305,239686
2306,239686
2307,143000
2308,209500
2309,266000
2310,254000
2311,203000
2312,173000
2313,173000
2314,162000
2315,163990
2316,163990
2317,175000
2318,163990
2319,165400
2320,179900
2321,201000
2322,159895
2323,190000
2324,184100
2325,227000
2326,184100
2327,192500
2328,271000
2329,173000
2330,175000
2331,301500
2332,348000
2333,315000
2334,248000
2335,194500
2336,336000
2337,244600
2338,426000
2339,202500
2340,385000
2341,232000
2342,180000
2343,262500
2344,270000
2345,270000
2346,187750
2347,187750
2348,263000
2349,163990
2350,325300
2351,281000
2352,314813
2353,200000
2354,147000
2355,84500
2356,155000
2357,187100
2358,231500
2359,125000
2360,188700
2361,133000
2362,345000
2363,143250
2364,141000
2365,226000
2366,167240
2367,130000
2368,208900
2369,130000
2370,179400
2371,179400
2372,262500
2373,328000
2374,354000
2375,270000
2376,180000
2377,235000
2378,124000
2379,193500
2380,153500
2381,174000
2382,162900
2383,174000
2384,269790
2385,143000
2386,150000
2387,139000
2388,214500
2389,150000
2390,215000
2391,149000
2392,100000
2393,140000
2394,179900
2395,189000
2396,139900
2397,153000
2398,82500
2399,125000
2400,146500
2401,130000
2402,154000
2403,135000
2404,175000
2405,98600
2406,123000
2407,156000
2408,144000
2409,177000
2410,167000
2411,94750
2412,142000
2413,148000
2414,148000
2415,145900
2416,134500
2417,131000
2418,130000
2419,108500
2420,139000
2421,131400
2422,111000
2423,135000
2424,163000
2425,272000
2426,160000
2427,110000
2428,159895
2429,120000
2430,128500
2431,144000
2432,130000
2433,177000
2434,148000
2435,157900
2436,139000
2437,115000
2438,94750
2439,135000
2440,101000
2441,125000
2442,137500
2443,108480
2444,116000
2445,127500
2446,140000
2447,235000
2448,178000
2449,154000
2450,160000
2451,110500
2452,198500
2453,80500
2454,277000
2455,87000
2456,123000
2457,152000
2458,154000
2459,133000
2460,127500
2461,154000
2462,137500
2463,219500
2464,170000
2465,165000
2466,116900
2467,210000
2468,137000
2469,55000
2470,126000
2471,89000
2472,139950
2473,127000
2474,136000
2475,108959
2476,108000
2477,123000
2478,394432
2479,131500
2480,170000
2481,81000
2482,133000
2483,115000
2484,188700
2485,130000
2486,168000
2487,160000
2488,130500
2489,148000
2490,139000
2491,109900
2492,162500
2493,214500
2494,137900
2495,143500
2496,155000
2497,163000
2498,100000
2499,119500
2500,185000
2501,135000
2502,131000
2503,124500
2504,179200
2505,290000
2506,248900
2507,281000
2508,248900
2509,228500
2510,228500
2511,191000
2512,275000
2513,255000
2514,164500
2515,120000
2516,193000
2517,85500
2518,154500
2519,275000
2520,205000
2521,215000
2522,271000
2523,119500
2524,145900
2525,150900
2526,161750
2527,85000
2528,129900
2529,123000
2530,156000
2531,275000
2532,275000
2533,196500
2534,175500
2535,275000
2536,190000
2537,239686
2538,183000
2539,194000
2540,169990
2541,195000
2542,178900
2543,123000
2544,156000
2545,123000
2546,144000
2547,123000
2548,177500
2549,179200
2550,485000
2551,148000
2552,130000
2553,127500
2554,124500
2555,130000
2556,109900
2557,100000
2558,200000
2559,143000
2560,145000
2561,84500
2562,124000
2563,109500
2564,145000
2565,159500
2566,228950
2567,55000
2568,270000
2569,180000
2570,84500
2571,179200
2572,127000
2573,230000
2574,197000
2575,158000
2576,145900
2577,163000
2578,116000
2579,82000
2580,150500
2581,157000
2582,130500
2583,392500
2584,180000
2585,194700
2586,239686
2587,175000
2588,135000
2589,143250
2590,187500
2591,257500
2592,225000
2593,225000
2594,176000
2595,202500
2596,175900
2597,169000
2598,260000
2599,395000
2600,115000
2601,210000
2602,88000
2603,91000
2604,85400
2605,85000
2606,135000
2607,143000
2608,144000
2609,143250
2610,97000
2611,153500
2612,154000
2613,161750
2614,156000
2615,155000
2616,128500
2617,143000
2618,194000
2619,196000
2620,193000
2621,174000
2622,178000
2623,192500
2624,204900
2625,335000
2626,185000
2627,130000
2628,438780
2629,437154
2630,219210
2631,438780
2632,380000
2633,328900
2634,354000
2635,171000
2636,174000
2637,141000
2638,226000
2639,190000
2640,142600
2641,89500
2642,148500
2643,94500
2644,125000
2645,85400
2646,85400
2647,118000
2648,127500
2649,123500
2650,151000
2651,151000
2652,438780
2653,395000
2654,253293
2655,354000
2656,314813
2657,248000
2658,314813
2659,219210
2660,319000
2661,326000
2662,354000
2663,233170
2664,319900
2665,319000
2666,319900
2667,163990
2668,185000
2669,169990
2670,395000
2671,180000
2672,180000
2673,221000
2674,184000
2675,167240
2676,176500
2677,211000
2678,236000
2679,248000
2680,290000
2681,315000
2682,466500
2683,310000
2684,290000
2685,745000
2686,263000
2687,235000
2688,225000
2689,229456
2690,318000
2691,140000
2692,84500
2693,279500
2694,84500
2695,192500
2696,195000
2697,181000
2698,231500
2699,185000
2700,153900
2701,187000
2702,146500
2703,160000
2704,148000
2705,128500
2706,135000
2707,137000
2708,128500
2709,169900
2710,128500
2711,275000
2712,745000
2713,199900
2714,147400
2715,168500
2716,203000
2717,232000
2718,232000
2719,217500
2720,162900
2721,132000
2722,133000
2723,144000
2724,84500
2725,154500
2726,174900
2727,160000
2728,134000
2729,117000
2730,118000
2731,124900
2732,134500
2733,144000
2734,139000
2735,118000
2736,85000
2737,132000
2738,135000
2739,134000
2740,137000
2741,167500
2742,167500
2743,141000
2744,180500
2745,135000
2746,134500
2747,151000
2748,151000
2749,82500
2750,141000
2751,119000
2752,144000
2753,144000
2754,151400
2755,109000
2756,100000
2757,60000
2758,117000
2759,170000
2760,58500
2761,141000
2762,118000
2763,277000
2764,175000
2765,260000
2766,100000
2767,93500
2768,141000
2769,135000
2770,112500
2771,109500
2772,123000
2773,225000
2774,115000
2775,130000
2776,130500
2777,219500
2778,91000
2779,135000
2780,112500
2781,116000
2782,83500
2783,118500
2784,123000
2785,165000
2786,178000
2787,101000
2788,115000
2789,200000
2790,82000
2791,124500
2792,84000
2793,169900
2794,34900
2795,135000
2796,124000
2797,110000
2798,64500
2799,189950
2800,60000
2801,112500
2802,130000
2803,110000
2804,159500
2805,109500
2806,82000
2807,184000
2808,141000
2809,120000
2810,118000
2811,148000
2812,142500
2813,185000
2814,185000
2815,119000
2816,194000
2817,128200
2818,133000
2819,227000
2820,215000
2821,127500
2822,90000
2823,200000
2824,179900
2825,151000
2826,93000
2827,141000
2828,256000
2829,207500
2830,250000
2831,194000
2832,177500
2833,175900
2834,266000
2835,201000
2836,224500
2837,180000
2838,180500
2839,178000
2840,236500
2841,185900
2842,255000
2843,125500
2844,175000
2845,123600
2846,190000
2847,193000
2848,194000
2849,219500
2850,275500
2851,195000
2852,310000
2853,320000
2854,140000
2855,227000
2856,196500
2857,212000
2858,269790
2859,104900
2860,127500
2861,154000
2862,186500
2863,131000
2864,200000
2865,145000
2866,130000
2867,125500
2868,137000
2869,79900
2870,142600
2871,76000
2872,35311
2873,130000
2874,136900
2875,133000
2876,116000
2877,117000
2878,116000
2879,243000
2880,112500
2881,116900
2882,130000
2883,214000
2884,153900
2885,180500
2886,190000
2887,133000
2888,133000
2889,39300
2890,86000
2891,145900
2892,34900
2893,100000
2894,103000
2895,392500
2896,275000
2897,99500
2898,135000
2899,176500
2900,150900
2901,194000
2902,217000
2903,227000
2904,345000
2905,76500
2906,206300
2907,115000
2908,108000
2909,171500
2910,81000
2911,89500
2912,168000
2913,34900
2914,97000
2915,97000
2916,34900
2917,163000
2918,127500
2919,271000
