Id,SalePrice
2398,134494.98
2399,75237.16
2400,63025.133
2401,113856.44
2402,148358.03
2403,136924.67
2404,159561.67
2405,159699.77
2406,147275.73
2407,135674.03
2408,139947.75
2409,124429.06
2410,169525.16
2411,111773.87
2412,157757.16
2413,132404.8
2414,153117.19
2415,144628.44
2416,123465.35
2417,136250.94
2418,128904.27
2419,132047.64
2420,127387.25
2421,165294.45
2422,105977.82
2423,133042.06
2424,147656.95
2425,281176.03
2426,140400.11
2427,149462.47
2428,182049.08
2429,105588.56
2430,133533.33
2431,121584.06
2432,148338.14
2433,144077.47
2434,142692.1
2435,160031.69
2436,102522.44
2437,104639.81
2438,120621.99
2439,110034.95
2440,121252.12
2441,98294.164
2442,97412.48
2443,132350.25
2444,135343.16
2445,96354.07
2446,149394.92
2447,177939.19
2448,135010.78
2449,116668.24
2450,139716.77
2451,128965.65
2452,199915.7
2453,95398.75
2454,136024.86
2455,127490.29
2456,138111.78
2457,127262.3
2458,134709.22
2459,112344.4
2460,136675.36
2461,119538.25
2462,132889.2
2463,128230.73
2464,153041.75
2465,150092.97
2466,124095.32
2467,130494.5
2468,80785.125
2469,86925.41
2470,185027.86
2471,213532.56
2472,157112.08
2473,117086.66
2474,84515.15
2475,197377.08
2476,111870.086
2477,130240.66
2478,158719.92
2479,110440.83
2480,148554.64
2481,135618.45
2482,126374.625
2483,112257.45
2484,123967.25
2485,122029.82
2486,162655.83
2487,189006.48
2488,157229.33
2489,156604.62
2490,146697.03
2491,93657.14
2492,207785.1
2493,152509.56
2494,151210.08
2495,106740.1
2496,249837.89
2497,160505.2
2498,106056.17
2499,90815.945
2500,141430.6
2501,144473.39
2502,152269.5
2503,105039.64
2504,151433.23
2505,226486.66
2506,259274.73
2507,296211.22
2508,257778.52
2509,215482.94
2510,209617.78
2511,166516.81
2512,204784.44
2513,233189.48
2514,229403.12
2515,146103.75
2516,178308.08
2517,148146.19
2518,164152.45
2519,235667.47
2520,219610.77
2521,194967.16
2522,223919.52
2523,127942.91
2524,139601.44
2525,140168.66
2526,142703.25
2527,120845.77
2528,123038.55
2529,139522.97
2530,117008.62
2531,248953.33
2532,227847.36
2533,195367.14
2534,225865.45
2535,316791.06
2536,248683.19
2537,235570.28
2538,189773.0
2539,184601.28
2540,180231.84
2541,179556.84
2542,183997.72
2543,131123.06
2544,132821.2
2545,133878.48
2546,133883.08
2547,129377.9
2548,172855.4
2549,167091.19
2550,552056.06
2551,144880.9
2552,140911.4
2553,78268.03
2554,89968.3
2555,111581.76
2556,103136.164
2557,108428.15
2558,153532.97
2559,149793.97
2560,135924.03
2561,128902.58
2562,133881.36
2563,137739.45
2564,179289.69
2565,148227.77
2566,169778.56
2567,133360.78
2568,219592.9
2569,202253.95
2570,113427.14
2571,180746.12
2572,143893.05
2573,238364.36
2574,251179.67
2575,132732.33
2576,135868.8
2577,175014.6
2578,85171.53
2579,66859.7
2580,122706.63
2581,103395.63
2582,139000.92
2583,275793.0
2584,187170.9
2585,204881.25
2586,244487.58
2587,185400.4
2588,134528.88
2589,148107.38
2590,228919.2
2591,276317.38
2592,224207.23
2593,249189.12
2594,160900.33
2595,198852.33
2596,317614.78
2597,195199.2
2598,295070.28
2599,328910.28
2600,185306.89
2601,165652.1
2602,88306.3
2603,103701.48
2604,97829.63
2605,89548.9
2606,160837.23
2607,198175.73
2608,231946.16
2609,171429.11
2610,113183.07
2611,161564.67
2612,158132.97
2613,133738.39
2614,118150.0
2615,166104.42
2616,159059.1
2617,206285.84
2618,255484.94
2619,190696.3
2620,187149.12
2621,179251.05
2622,185718.42
2623,253240.2
2624,336070.12
2625,311269.53
2626,170711.84
2627,139818.78
2628,435564.88
2629,502747.66
2630,350367.62
2631,456648.88
2632,410116.8
2633,290753.16
2634,412389.16
2635,161466.08
2636,159459.81
2637,188089.39
2638,287145.47
2639,177401.05
2640,143541.42
2641,105760.625
2642,205538.1
2643,105330.62
2644,126275.47
2645,107414.69
2646,96320.52
2647,106258.414
2648,144007.7
2649,147019.22
2650,124159.0
2651,133504.03
2652,403584.56
2653,247799.4
2654,261487.11
2655,438187.66
2656,309485.03
2657,329393.97
2658,316577.16
2659,310187.28
2660,375801.66
2661,367839.2
2662,365086.44
2663,285829.9
2664,255033.12
2665,329139.78
2666,279293.25
2667,192616.08
2668,193984.89
2669,192990.67
2670,292718.72
2671,197007.19
2672,199828.95
2673,212826.19
2674,206270.36
2675,170010.14
2676,201861.83
2677,207570.3
2678,251030.53
2679,265310.06
2680,284874.72
2681,364900.44
2682,308154.4
2683,429244.84
2684,303694.66
2685,296982.6
2686,274707.75
2687,320697.9
2688,210745.28
2689,195167.9
2690,435557.44
2691,199140.39
2692,148814.97
2693,205226.69
2694,156510.12
2695,194442.36
2696,186226.45
2697,179270.33
2698,179655.9
2699,186323.05
2700,161773.69
2701,166994.73
2702,116589.79
2703,126665.75
2704,146557.75
2705,117348.75
2706,106064.69
2707,125029.66
2708,135201.14
2709,106997.35
2710,127638.086
2711,258368.6
2712,381001.78
2713,167613.11
2714,145710.16
2715,177179.38
2716,153075.19
2717,203676.92
2718,213966.67
2719,154500.55
2720,165878.55
2721,132321.1
2722,168903.6
2723,146106.22
2724,128782.51
2725,132513.22
2726,155678.17
2727,176034.64
2728,184109.81
2729,150909.88
2730,150669.94
2731,129226.31
2732,132195.38
2733,161507.16
2734,156478.22
2735,150036.89
2736,145242.86
2737,114711.01
2738,133068.94
2739,153175.23
2740,131873.92
2741,152327.72
2742,151291.98
2743,167033.88
2744,169717.7
2745,146969.06
2746,145955.56
2747,151554.56
2748,122396.52
2749,142779.58
2750,109782.62
2751,150672.77
2752,200386.2
2753,141143.52
2754,306671.1
2755,132904.89
2756,106400.7
2757,81480.03
2758,95567.71
2759,158291.0
2760,124889.32
2761,141569.31
2762,149246.33
2763,171791.11
2764,159694.53
2765,259668.95
2766,144239.7
2767,85906.1
2768,133340.58
2769,141962.39
2770,130121.0
2771,104561.664
2772,113040.02
2773,179244.8
2774,146291.89
2775,118084.01
2776,145265.48
2777,142506.98
2778,96793.195
2779,132774.05
2780,95199.21
2781,91412.62
2782,102927.055
2783,117577.28
2784,114353.07
2785,143145.19
2786,66780.93
2787,123092.3
2788,85518.68
2789,146958.73
2790,96354.38
2791,91946.22
2792,82907.63
2793,161313.4
2794,106005.2
2795,123401.79
2796,97533.336
2797,192109.56
2798,119997.625
2799,116156.805
2800,73724.16
2801,104956.86
2802,133036.1
2803,156864.12
2804,120490.75
2805,98942.39
2806,95276.36
2807,160504.75
2808,147390.61
2809,129805.29
2810,132832.94
2811,169758.75
2812,154719.55
2813,172823.16
2814,169214.19
2815,130497.336
2816,208816.45
2817,168151.17
2818,139647.58
2819,149798.61
2820,149765.56
2821,114261.2
2822,213020.98
2823,405058.84
2824,204413.38
2825,164799.52
2826,139277.38
2827,137929.69
2828,272577.34
2829,204632.8
2830,247304.39
2831,180166.36
2832,265930.47
2833,297518.1
2834,220924.4
2835,225298.17
2836,194549.42
2837,145238.97
2838,151227.7
2839,183050.92
2840,197203.2
2841,209909.0
2842,247471.78
2843,158056.98
2844,163709.14
2845,120743.17
2846,214708.05
2847,205133.48
2848,211045.62
2849,203789.11
2850,276489.3
2851,216765.12
2852,225192.39
2853,245127.52
2854,150808.05
2855,199824.62
2856,210785.84
2857,190259.98
2858,202250.33
2859,117702.17
2860,135018.66
2861,147229.42
2862,197576.86
2863,145041.81
2864,288381.16
2865,141987.08
2866,149305.8
2867,102768.414
2868,98550.375
2869,107844.9
2870,141105.19
2871,80294.41
2872,57657.73
2873,109398.64
2874,150122.38
2875,112500.305
2876,165575.75
2877,149074.16
2878,154128.1
2879,147673.36
2880,105015.016
2881,158963.48
2882,178850.86
2883,180133.36
2884,188201.38
2885,176920.75
2886,256897.25
2887,93857.875
2888,148155.11
2889,58996.26
2890,82499.78
2891,142819.9
2892,52152.508
2893,90585.266
2894,72129.56
2895,310225.66
2896,271342.1
2897,203549.25
2898,146565.66
2899,201440.06
2900,147770.97
2901,224274.47
2902,195663.23
2903,338897.38
2904,351531.03
2905,124059.04
2906,183746.83
2907,122947.766
2908,129402.86
2909,139472.81
2910,80418.52
2911,87520.87
2912,157713.66
2913,84878.12
2914,79905.61
2915,85990.77
2916,85756.98
2917,162198.08
2918,130118.4
2919,213492.12
